"","alpha_cases","beta_hcw","R0_hh","R0_sw_st"
"alpha_cases",0.00496880090466684,0.00549586741115908,-0.000420124000541996,0.000137618971685282
"beta_hcw",0.00549586741115908,1.12120118130614,-0.0815549717627904,-0.00684143611778674
"R0_hh",-0.000420124000541996,-0.0815549717627904,0.0118450120261631,-0.00378085461125061
"R0_sw_st",0.000137618971685282,-0.00684143611778674,-0.00378085461125061,0.00383689409303235
