"name","initial"
"alpha_cases",0.0252190952028439
"phi_05_14",0.309434547053763
"phi_15_plus",0.106493740408207
"R0_hh",0.353394059738822
"R0_sw_st",0.65774762302775
"rho",0.0575201761637537
